Marke,Model,Year,Mileage,City,State,Price
Hyundai,Sonata2.4L,2016,38775,Peoria, AZ,14877
Jeep,Grand,2012,90160,Houston, TX,15500
Honda,Civic,2014,16214,Waukesha, WI,16786
Toyota,RAV44X2,2015,29340,Miamisburg, OH,18377
Ram,1500Big,2014,45346,Owings Mills, MD,29500
Chevrolet,Silverado,2009,133369,Sioux Falls, SD,15870
Chevrolet,Silverado,2008,127278,Burton, OH,14000
Mercedes-Benz,E-ClassE350,2016,5648,Bethlehem, PA,39995
Honda,OdysseyEX-L,2015,51774,Bloomington, IN,25850
BMW,i3Hatchback,2015,3521,Indianapolis, IN,26900
Hyundai,Elantra4dr,2015,24232,Columbia, MO,11969
Ram,1500SLT,2017,12998,Greeley, CO,30494
Subaru,Impreza,2012,33407,Salem, OR,24999
BMW,3,2012,59944,Albany, GA,15995
Lexus,ISIS,2017,2633,Dallas, TX,42991
Jeep,Wrangler,2017,597,Albuquerque, NM,51995
Ford,F-150SuperCrew,2013,107416,Meridian, MS,22503
Kia,Sportage2WD,2017,33186,Colorado Springs, CO,17987
Dodge,Dakota2WD,2004,99769,Cumming, GA,5999
GMC,Sierra,2015,54326,Pelham, AL,39997
GMC,Sierra,2016,15570,Roswell, GA,35490
Honda,OdysseyEX-L,2015,32587,Davie, FL,27535
Dodge,Ram,2005,100544,Alameda, CA,21988
Lexus,GS,2014,31949,Northbrook, IL,29891
Ford,FocusSedan,2016,35328,Dothan, AL,12993
GMC,Sierra,2013,47431,Hicksville, OH,22503
Audi,Q5Premium,2018,10,Grapevine, TX,50777
Kia,SoulAutomatic,2015,36421,Spokane, WA,14497
Audi,A62.0T,2016,9180,Palo Alto, CA,42000
Honda,CR-VEX,2014,31477,New Bern, NC,19751
Dodge,Ram,2004,31979,East Dundee, IL,26977
Ford,Escape4WD,2015,36982,Turnersville, NJ,15842
Dodge,Grand,2016,45510,Avenel, NJ,18991
Hyundai,Elantra4dr,2014,54344,Manhattan, KS,12995
Lexus,NX,2016,16658,Raleigh, NC,33500
Jeep,CompassLatitude,2014,27752,OKARCHE, OK,14234
Chevrolet,AvalancheLTZ,2013,80111,Kansas City, MO,27500
Chevrolet,Silverado,2005,193380,Tacoma, WA,9995
Toyota,CamrySE,2017,3762,Clinton, NJ,20599
Toyota,RAV44X2,2014,35623,AUSTIN, TX,17822
Ram,"1500Longhorn,",2016,32149,Houston, TX,39621
Toyota,CamrySE,2017,20735,Jacksonville, FL,18503
Mercedes-Benz,CLA-ClassCLA250,2014,8262,Hurst, TX,29950
Ford,Fusion4dr,2012,96447,Byron, GA,9877
Mazda,MX5,2012,37965,Homosassa, FL,17840
Lincoln,MKZReserve,2017,14106,Washougal, WA,33977
Chevrolet,SonicSedan,2016,34711,Port Orchard, WA,9912
Ford,F-1504WD,2014,10070,Ellwood City, PA,30495
Subaru,Outback2.5i,2015,40665,Columbus, OH,22026
Nissan,MuranoAWD,2015,23669,Des Moines, IA,32969
Ford,EscapeTitanium,2014,26300,Warrensburg, MO,18784
Kia,SoulManual,2015,25111,Huntsville, AL,13394
Nissan,QuestSV,2016,41341,North Miami Beach, FL,15988
Nissan,RogueSL,2014,31403,Lynbrook, NY,19599
Toyota,Prius,2014,13485,West Allis, WI,16395
Volkswagen,Jetta,2014,18195,Rockaway, NJ,11998
Honda,CR-VEX-L,2013,55219,Danvers, MA,17988
Hyundai,Genesis,2014,21651,Cathedral City, CA,17668
Ford,EscapeTitanium,2014,57557,Melrose Park, IL,19977
Jeep,PatriotSport,2016,25797,Elko, NV,16400
Lexus,RX,2010,54807,Cincinnati, OH,19988
Toyota,RAV44WD,2007,106827,Moline, IL,9499
Ram,1500Big,2016,12703,Littleton, CO,29999
Jeep,Grand,2014,79084,Collierville, TN,23990
Nissan,Rogue,2014,21412,Watertown, NY,15495
Honda,Civic,2014,27934,Poughkeepsie, NY,13900
Ford,Explorer,2007,105009,Bullhead City, AZ,12000
BMW,1,2009,55373,Van Nuys, CA,11388
Toyota,FJ,2013,90797,Madison, TN,27677
Toyota,4Runner2WD,2017,598,North Little Rock, AR,37441
Subaru,Forester2.5i,2017,4696,Boise, ID,20499
Jeep,Grand,2006,137402,Forest Park, IL,6995
Ford,FiestaHatchback,2016,36342,Rockford, IL,11750
Nissan,Altima2.5,2014,24010,Staunton, VA,15500
Jaguar,F-TYPECoupe,2015,20401,West Palm Beach, FL,49999
INFINITI,M35Sport,2006,99467,Winter Park, FL,9995
Dodge,CaliberSXT,2010,77652,Fresno, CA,7995
Chevrolet,CorvetteConvertible,2013,14140,Chicago, IL,39996
Chrysler,300300C,2016,35216,Stanton, CA,18499
Ford,FusionPlatinum,2017,28459,Brownsburg, IN,24995
Hyundai,Santa,2017,14258,Tyler, TX,34980
Acura,TLAutomatic,2006,130364,West Chester, PA,8995
Mazda,Mazda3,2017,2596,Edmonds, WA,19947
Subaru,Legacy2.5i,2017,3859,Macomb, MI,20721
Dodge,JourneyCrossroad,2017,7217,Albuquerque, NM,30995
Ford,F-1504WD,2014,27728,London, OH,26491
Ford,EscapeFWD,2017,31885,Woburn, MA,21367
Ford,Explorer4dr,2005,148000,Johnson City, TN,5995
Toyota,"SiennaSE,",2015,42202,Philadelphia, PA,28030
Toyota,CamryXSE,2016,13371,Whitesboro, TX,19800
Toyota,Avalon4dr,2006,65307,Huntsville, AL,10077
Chevrolet,Silverado,2013,89547,Overland Park, KS,24748
Chevrolet,Malibu1LT,2013,91562,Colorado Springs, CO,10995
Chevrolet,EquinoxFWD,2015,37481,Wendell, NC,17986
Toyota,"SiennaL,",2014,31475,Little Rock, AR,19161
Dodge,DartGT,2013,53320,Hudson, MA,15482
Volvo,XC904dr,2004,105233,Des Plaines, IL,6755
Ram,1500SLT,2017,10988,Libertyville, IL,28479
Toyota,Camry4dr,2009,95770,Alhambra, CA,8800
Kia,Optima4dr,2012,83655,Malden, MA,8999
Kia,Optima4dr,2011,64543,Cumming, GA,10000
Mazda,Mazda6Grand,2014,42276,Renton, WA,21999
Kia,SorentoLX,2014,103949,Louisville, TN,10994
Ford,F-1504WD,2016,21,Schaumburg, IL,35995
Toyota,Avalon4dr,2010,103366,BEAUMONT, TX,10891
Jeep,Grand,2017,24730,Elmhurst, IL,35493
Ford,Mustang2dr,2002,147700,Johnson City, TN,4995
Mercedes-Benz,C-ClassC,2017,8566,Houston, TX,33999
Audi,A42dr,2009,78638,Chicago, IL,12000
GMC,Sierra,2014,40767,Webster, TX,30998
Hyundai,VelosterTurbo,2014,32201,Ephrata, PA,13800
Cadillac,CTS,2017,19641,Beachwood, OH,34981
Ford,Super,2016,34000,Boone, NC,26200
Mercedes-Benz,E-ClassE350,2016,14655,Montgomery, AL,39995
Cadillac,SRXPerformance,2014,18939,Concord, NH,31987
Mazda,Mazda6Grand,2015,28842,Evanston, IL,18495
Jeep,Wrangler,2015,31731,Lithia Springs, GA,32994
Lexus,NX,2016,14296,Pittsburgh, PA,36800
Honda,Accord,2014,32942,Torrance, CA,16788
Chevrolet,TraverseFWD,2012,89205,Jefferson City, MO,15849
FIAT,500Pop,2012,66870,Winter Haven, FL,5995
BMW,5,2006,92621,Aiea, HI,9900
Dodge,ChargerSRT,2015,28773,Marrieta, GA,47999
Hyundai,SonataSE,2015,20963,Mankato, MN,14698
Jeep,Wrangler4WD,2007,116112,New Castle, PA,17900
Chevrolet,MalibuLT,2017,15555,Oconomowoc, WI,18525
Chevrolet,EquinoxAWD,2008,131140,Shoreline, WA,6999
Chevrolet,Silverado,2008,92833,Abilene, TX,30000
Mercedes-Benz,M-ClassML350,2014,44984,Naples, FL,35900
Mercedes-Benz,CLK-ClassCLK320,2003,129276,Logan, UT,5867
Chrysler,3004dr,2006,203607,Chicago, IL,10300
Ford,FusionSE,2016,31155,Montebello, CA,12499
Volkswagen,Tiguan2WD,2016,20203,Chicago, IL,16985
Toyota,Corolla4dr,2012,76665,Limerick, PA,10995
Kia,OptimaLX,2013,38960,Martinsburg, WV,14998
Ford,MustangFastback,2016,17788,Fremont, CA,20800
Ford,F-150XLT,2013,52063,Alpharetta, GA,22999
Ford,EdgeSEL,2013,56397,Duluth, GA,15990
BMW,7,2013,51279,Scottsdale, AZ,36991
Volvo,S60T5,2015,29516,Hasbrouck Heights, NJ,24995
BMW,6,2013,33497,Orlando, FL,32999
Cadillac,EscaladeAWD,2012,94412,Colorado Springs, CO,29999
Chevrolet,ImpalaLT,2013,86530,INDIANOLA, IA,9245
Toyota,RAV44X2,2015,43525,Boerne, TX,17991
Jeep,Grand,2015,27501,Blair, NE,31844
Hyundai,Elantra4dr,2017,23853,Victorville, CA,13694
Volkswagen,Golf,2015,66891,Charlotte, NC,16500
Volkswagen,TiguanSE,2015,31822,Coconut Creek, FL,17477
Acura,RDXAWD,2014,28878,Ardmore, PA,25994
Mercedes-Benz,M-Class4WD,2007,134056,Norfolk, VA,9500
Chevrolet,Cruze2LT,2013,105212,Mesa, AZ,9114
Hyundai,Tiburon2dr,2008,114708,Macon, GA,4991
INFINITI,QX50AWD,2014,39936,Rochester, NY,23490
Chevrolet,Tahoe2WD,2012,84523,Dallas, TX,20950
Honda,Accord,2011,63880,Dover, DE,11326
Honda,Civic,2014,17998,Cherry Hill, NJ,14677
GMC,Sierra,2015,47837,Alliance, OH,46500
Chevrolet,Cruze,2016,19926,Worthington, OH,14950
Chevrolet,ColoradoExtended,2016,6813,Garden Grove, CA,27430
Chevrolet,TraverseAWD,2017,14447,Forest Park, IL,31995
Ford,Super,2010,29095,Tallahassee, FL,38917
Mercedes-Benz,M-ClassML350,2013,56222,Palm Coast, FL,26995
Toyota,CamrySE,2013,122849,Columbia, SC,14495
Chevrolet,Silverado,2017,7279,Denton, TX,34977
Chevrolet,Cruze2LT,2014,16348,Sanford, FL,12777
BMW,5,2006,128563,Tucson, AZ,13999
BMW,3,2016,34420,Elkhart, IN,28800
Chevrolet,Cruze1LT,2014,48835,Alcoa, TN,12995
Toyota,HighlanderFWD,2015,34270,Naples, FL,32936
Chevrolet,Silverado,2015,23177,North Richland Hills, TX,28866
Toyota,RAV4,2017,4440,Hillsboro, OR,34000
Honda,CR-VEX-L,2013,41528,Murray, UT,19991
Ford,FusionSE,2015,27163,Raleigh, NC,15399
Nissan,Titan4WD,2012,65424,Greensburg, PA,20750
Lexus,IS,2014,28713,Kirkland, WA,25975
Audi,A44dr,2012,69285,Fort Lauderdale, FL,12998
BMW,X5xDrive35i,2015,58246,Schaumburg, IL,37995
Mercedes-Benz,E-ClassE350,2015,27669,Wilmington, DE,36900
Hyundai,Santa,2014,37974,Boone, NC,17000
Toyota,AvalonXLE,2013,15699,Las Vegas, NV,21749
Chevrolet,Silverado,2013,59624,Plainfield, IN,26000
Hyundai,ElantraLimited,2013,54327,Alexandria, VA,11695
Jeep,CherokeeLatitude,2015,38535,Cherry Hill, NJ,19875
Kia,SorentoAWD,2011,98686,Midlothian Turnpike, VA,12995
Nissan,Altima2.5,2016,12943,Chester, VA,17949
Toyota,Tacoma2WD,2012,36705,Enterprise, AL,24880
Jeep,CherokeeLimited,2017,21645,Arlington, TX,21689
Honda,OdysseyTouring,2015,39487,Rome, GA,30380
Acura,RSXAutomatic,2002,112619,Sacramento, CA,5999
Honda,Civic,2006,154615,Cartersville, GA,6892
GMC,Sierra,2016,14319,Beaumont, TX,41794
Jeep,Wrangler,2010,72231,North Sussex, NJ,23995
Toyota,Highlander4WD,2009,150662,Wappingers Falls, NY,8989
Volkswagen,Jetta,2014,26950,Thousand Oaks, CA,11550
Honda,Civic,2013,73779,Toms River, NJ,9995
Cadillac,CTS,2014,42061,Houston, TX,25540
Toyota,RAV44X2,2014,37115,Dallas, TX,19892
BMW,3,2011,74970,Meridian, MS,12767
Dodge,JourneyCrossroad,2015,62441,Tampa, FL,16257
Chevrolet,CruzeSedan,2012,57412,Bel Air, MD,11799
Nissan,MuranoAWD,2014,47270,Marlboro, MA,24900
Pontiac,G64dr,2009,99163,Hurst, TX,6695
Chevrolet,CamaroCoupe,2016,26144,Glendale Heights, IL,26790
GMC,Sierra,2016,39600,Comstock, NY,59987
Chevrolet,EquinoxAWD,2012,65107,Fairbanks, AK,15194
Ford,MustangCoupe,2014,43594,West Caldwell, NJ,15887
Ford,ExplorerXLT,2015,20316,Yuba City, CA,29999
BMW,3,2011,78210,Marietta, GA,13695
MINI,Cooper,2015,64554,Brooklyn Park, MN,17998
Subaru,Outback2.5i,2017,11001,Austin, TX,31588
Acura,RDXFWD,2015,29234,Chicago, IL,25133
Toyota,SiennaLE,2017,16378,Livermore, CA,29500
Kia,SportageEX,2014,36883,Niceville, FL,17541
Ford,FocusHatchback,2015,38551,Miami, FL,7804
Volkswagen,GTI4-Door,2014,44205,Phoenix, AZ,16900
Toyota,CamrySE,2013,88516,Dallas, TX,11921
Buick,LaCrosse4dr,2010,97125,Clinton Township, MI,8262
Buick,EncorePremium,2015,20173,Corpus Christi, TX,20719
Ford,MustangFastback,2015,35830,Las Vegas, NV,32000
Lexus,CT,2014,69086,Escondido, CA,18500
Chevrolet,Malibu,2016,37702,Durham, NC,14995
Chevrolet,Tahoe4WD,2007,126681,Corona, CA,13972
Ford,ExplorerXLT,2015,36450,Littleton, CO,29991
Dodge,JourneySXT,2014,61912,White Oak, PA,15990
Chevrolet,ColoradoCrew,2015,7553,Antioch, IL,28499
Honda,Civic,2015,13520,Warrenton, VA,15499
Chevrolet,Cruze1LT,2013,71864,Woods Cross, UT,9999
Jeep,CompassSport,2016,39072,Denison, TX,14291
Mazda,Mazda6Grand,2015,6812,St. James, NY,22999
Lexus,IS,2014,18380,Slidell, LA,28989
Ford,ExplorerXLT,2015,21451,Enterprise, AL,32495
Nissan,RogueFWD,2012,58165,Alexandria, VA,12489
Chevrolet,EquinoxAWD,2014,50067,Napa, CA,15992
Toyota,4Runner4dr,2006,136463,Neptune City, NJ,9995
Honda,CR-VEX,2014,10120,Torrington, CT,19891
Audi,A42.0T,2014,57947,Marlborough, MA,19898
Kia,CadenzaPremium,2015,54125,Grapevine, TX,17659
BMW,3,2015,37739,Elizabeth City, NC,22647
Toyota,CorollaS,2016,24752,Winston-Salem, NC,15342
Ford,EdgeSEL,2015,20593,Ephrata, PA,26895
FIAT,500XFWD,2016,26689,Antioch, IL,16351
Honda,Civic,2014,39969,Manassas, VA,12995
Buick,EncoreLeather,2014,30631,Mobile, AL,20466
Ford,FusionSE,2017,35060,Temple Hills, MD,14950
Nissan,Pathfinder4WD,2012,50141,Corona, CA,18440
Hyundai,Santa,2013,49276,Tampa, FL,18991
Ford,ExplorerFWD,2016,28822,Maitland, FL,30329
Chrysler,Town,2015,85659,Childersburg, AL,14841
Jeep,Patriot4WD,2012,113081,Terre Haute, IN,9500
Nissan,Versa5dr,2011,55276,Fallston, MD,6700
Chevrolet,CruzeSedan,2012,57518,West Babylon, NY,8777
Jeep,Wrangler,2015,43631,New Braunfels, TX,34995
BMW,3,2011,62911,South Easton, MA,13890
Chrysler,PacificaTouring-L,2017,23565,Birmingham, AL,24988
Buick,EnclaveLeather,2017,20542,Houston, TX,34493
Ford,EscapeSE,2014,41551,Jefferson City, MO,15949
Chevrolet,Tahoe4WD,2012,79680,Elgin, IL,26900
Chevrolet,Cruze4dr,2011,41490,Dade City, FL,9995
Jeep,CherokeeLatitude,2015,56089,Philadelphia, PA,16995
MINI,Cooper,2008,136017,Denver, NC,7988
Mercedes-Benz,C-ClassC250,2013,38077,El Cajon, CA,19999
Dodge,Grand,2014,44128,Denton, TX,18995
Chevrolet,Express,2017,30221,Friendswood, TX,25988
Audi,A8,2016,8107,Warrenville, IL,55800
Toyota,Camry4dr,2011,97406,Tucson, AZ,9999
Kia,SoulAutomatic,2014,18623,Albuquerque, NM,13996
Mazda,Mazda6Sport,2015,30118,Woodbridge, VA,13888
Chevrolet,Cruze1LT,2015,48660,Leesville, LA,12895
Chevrolet,ColoradoCrew,2015,32513,Phoenix, AZ,24974
Volkswagen,Beetle,2015,41030,Snellville, GA,16400
Toyota,AvalonXLE,2015,26264,North Charleston, SC,21379
Toyota,RAV44WD,2010,109091,Louisville, KY,11695
GMC,TerrainFWD,2017,30438,Victorville, CA,22195
Dodge,JourneyCrossroad,2017,20054,League City, TX,21991
Buick,LaCrosse4dr,2011,73546,Pensacola, FL,13901
Mazda,Mazda3s,2016,21945,Escondido, CA,24000
Audi,Q5quattro,2010,61192,Ft. Lauderdale, FL,16490
Ford,Explorer4WD,2017,16128,Mcminnville, OR,37988
Toyota,CamrySE,2017,15836,Pinellas Park, FL,15900
Toyota,Tacoma2WD,2017,6880,San Diego, CA,31560
Ford,Escape4WD,2017,37664,Colorado Springs, CO,22125
GMC,TerrainAWD,2015,47478,Fox Lake, IL,21749
Toyota,AvalonXLE,2016,33189,Victorville, CA,20471
Mazda,Mazda64dr,2010,109849,Springfield, VA,5500
Lexus,RX,2008,95494,Maple Heights, OH,16095
Nissan,NV200,2017,581,Puyallup, WA,32999
Toyota,CorollaLE,2015,46297,Muncie, IN,15991
Chevrolet,Silverado,2008,124509,Cincinnati, OH,17994
Toyota,Tacoma2WD,2015,35541,Columbus, GA,29997
Dodge,Grand,2013,72080,Sterling, IL,12987
Buick,LeSabre4dr,2003,136600,Milwaukee, WI,4639
Lincoln,MKZAWD,2013,19622,Great Falls, MT,23250
Toyota,"SiennaXLE,",2016,6095,Albuquerque, NM,36946
Toyota,"SiennaLimited,",2014,102678,Sacramento, CA,21988
BMW,X1sDrive28i,2017,6429,Miami, FL,38777
Chevrolet,Silverado,2006,129380,Princeton, NJ,21500
Nissan,VersaS,2016,9700,Long Island City, NY,8500
Chrysler,200Limited,2015,54616,Ewing, NJ,10994
Audi,A64dr,2011,64858,Vienna, VA,17994
Toyota,AvalonLimited,2015,21312,Kansas City, KS,26899
GMC,TerrainAWD,2015,14286,Springfield, IL,28880
Honda,Accord,2016,20048,Waite Park, MN,21999
Chevrolet,TahoeLTZ,2013,102667,Blue Ridge, GA,31900
Chevrolet,TraverseAWD,2012,117373,Sheboygan, WI,11988
Toyota,SiennaXLE,2017,16,Arlington, TX,32704
Hyundai,Sonata4dr,2015,16021,North Huntingdon, PA,15447
Buick,VeranoConvenience,2014,24168,Lombard, IL,14997
Volkswagen,Passat1.8T,2014,68000,Tacoma, WA,12450
Mercedes-Benz,E-Class4dr,2010,72824,Boerne, TX,29995
Chevrolet,Malibu1LT,2015,52227,San Benito, TX,13000
Honda,CR-V4WD,2010,89358,Norwood, MA,12000
Acura,TSXAutomatic,2012,53746,North Bend, WA,17931
Chevrolet,CruzeLTZ,2015,15338,Gonzales, LA,17500
Hyundai,Santa,2017,29506,Puyallup, WA,18999
Ford,Focus4dr,2009,94250,Avondale, AZ,8995
Toyota,CamrySE,2013,19086,San Diego, CA,17331
Audi,Q73.0T,2015,36209,West Islip, NY,36988
Ford,FusionSE,2016,35380,Clearwater, FL,13838
Toyota,Tundra,2008,118701,Amarillo, TX,16950
Hyundai,Genesis4dr,2012,54667,New Port Richey, FL,14900
Honda,CR-V4WD,2011,101864,Manchester, NH,11995
Chevrolet,EquinoxFWD,2015,26746,Omaha, NE,19000
Nissan,PathfinderSV,2016,33808,Naperville, IL,21695
Chevrolet,Silverado,2006,102987,American Fork, UT,11723
Buick,EncoreConvenience,2014,34011,Cary, NC,15250
Porsche,911Cabriolet,2016,8622,Warrenville, IL,88800
Audi,A3Sedan,2015,28888,Stuart, FL,18991
Mitsubishi,Raider2WD,2008,124965,Tampa, FL,7985
Jeep,Grand,2014,54224,Knoxville, TN,33147
Kia,SorentoLX,2015,57785,Racine, WI,14500
Toyota,Prius5dr,2010,143822,Colorado Springs, CO,8500
Subaru,Outback4dr,2011,93458,BROKEN ARROW, OK,12103
Toyota,CorollaLE,2016,7934,Goldsboro, NC,14993
Kia,ForteAutomatic,2016,6107,Fredericksburg, VA,12644
Subaru,WRX,2015,24745,Beaverton, OR,31491
Jeep,Grand,2017,21342,Marietta, GA,26900
Toyota,HighlanderAWD,2014,92673,Chattanooga, TN,28986
Honda,Civic,2009,102307,Savannah, GA,9395
Toyota,CorollaL,2016,49974,Cherry Hill, NJ,14985
Lexus,RX,2015,20579,Brook Park, OH,37093
Honda,Civic,2014,33916,Louisville, KY,14250
Chrysler,300300S,2017,11671,Carlsbad, CA,29941
Kia,SportageFWD,2016,29971,Friendswood, TX,17788
Toyota,RAV44X4,2015,35729,Middletown, CT,21995
Toyota,RAV4FWD,2008,132268,Charlotte, NC,11500
Honda,Accord,2006,99468,Mount Juliet, TN,8400
Nissan,Armada4WD,2015,12556,Norfolk, VA,37985
Nissan,FrontierKing,2015,27302,Smyrna, GA,14999
BMW,Z4Roadster,2006,40428,Cincinnati, OH,15495
GMC,TerrainFWD,2013,76536,Stoughton, WI,15988
Chevrolet,VoltPlug-In,2014,34622,Rockville, MD,15792
Mercedes-Benz,G-ClassG63,2013,16411,Dallas, TX,94991
Ford,MustangShelby,2017,3482,Fairfax, VA,59363
Ford,Explorer4WD,2007,99457,Philadelphia, PA,7900
Jeep,CompassSport,2015,58439,St Louis, MO,13688
Chevrolet,TraverseFWD,2017,19702,O'Fallon, IL,27980
Subaru,Forester2.0XT,2015,43635,Boardman, OH,20500
Kia,Sportage2WD,2011,49353,Bridgewater, NJ,12900
Hyundai,Sonata2.4L,2017,32505,Cicero, NY,13997
Ram,"1500Express,",2014,32103,Bel Air, MD,30799
Toyota,Camry4dr,2010,76705,Marietta, GA,7995
Porsche,CayenneAWD,2011,89406,Norco, CA,27950
Acura,MDXAWD,2009,84630,Wantagh, NY,15995
Chevrolet,TrailBlazer4dr,2004,70174,Huntersville, NC,7995
Chevrolet,Tahoe4WD,2007,150203,Cookeville, TN,15811
Volkswagen,TouaregV6,2014,32331,Van Nuys, CA,29900
GMC,Yukon2WD,2016,23724,Friendswood, TX,55995
Mercedes-Benz,C-ClassC300,2012,40540,Lynn, MA,17584
Acura,MDXAWD,2015,49520,Colorado Springs, CO,34341
Jeep,RenegadeLatitude,2017,6600,Fort Mill, SC,19991
Hyundai,Santa,2008,81863,Battle Creek, MI,10887
Cadillac,CTS,2014,17832,Irving, TX,22827
Chrysler,200Sedan,2013,46471,Duluth, GA,13595
Toyota,"SiennaXLE,",2016,45127,Kenner, LA,28983
Acura,RDXFWD,2012,78962,Fremont, CA,17988
Toyota,4RunnerRWD,2011,112791,League City, TX,21998
Ford,Super,2017,10218,Union City, TN,42998
Land,Rover,2011,83611,Roswell, GA,25850
Lexus,ES,2005,146997,Teterboro, NJ,4795
BMW,3,2014,35749,Hayward, CA,31950
Chevrolet,Impala1LTZ,2013,78575,Indianapolis, IN,13795
Ford,Escape4WD,2015,15702,Sunnyvale, CA,25998
Ford,F-150Lariat,2017,9036,Phoenix, AZ,54995
Mazda,MPV4dr,2000,176666,Mounds View, MN,1992
Subaru,Outback2.5i,2017,479,Lindon, UT,24499
Jeep,RenegadeLimited,2017,11501,Chicago, IL,20800
Chevrolet,Corvette,2014,11549,Buford, GA,51988
MINI,ClubmanCooper,2017,6299,Camarillo, CA,28550
Ford,ExplorerSport,2015,32924,Versailles, KY,35000
Dodge,JourneySXT,2017,23507,Kingman, AZ,19864
BMW,X5AWD,2012,88625,Orland Park, IL,19995
smart,fortwo2dr,2009,49383,Honolulu, HI,6999
Toyota,CorollaLE,2013,49035,Canfield, OH,11388
Buick,VeranoConvenience,2014,36515,Coon Rapids, MN,15988
BMW,X6AWD,2010,72630,Dallas, TX,23991
Honda,OdysseyEX-L,2006,143610,Fremont, CA,5999
Nissan,Altima2.5,2016,52854,Clarksville, TN,13477
Ford,EscapeTitanium,2014,29268,Nokomis, FL,18499
Chevrolet,Corvette2dr,2004,52668,Visalia, CA,18995
Honda,Civic,2015,54221,Apex, NC,13670
BMW,5,2000,129939,Morrisville, NC,17990
Nissan,Altima4dr,2011,92945,Oklahoma City, OK,14095
Mercedes-Benz,M-Class4WD,2008,91736,Bellevue, WA,19995
Hyundai,Santa,2017,30093,Weatherford, TX,24991
Nissan,Versa,2016,6,Playa Vista, CA,12888
Ram,"1500Sport,",2014,41522,Enid, OK,29856
Toyota,RAV44X2,2014,37916,West Palm Beach, FL,16900
Nissan,Maxima3.5,2014,32715,East Haven, CT,17999
Jeep,CherokeeLatitude,2017,7286,Glendale, MO,21369
Toyota,RAV44X4,2014,39495,AUSTIN, TX,19751
Jeep,CherokeeTrailhawk,2014,70512,Crossville, TN,23527
Nissan,TitanCrew,2014,56594,Leesburg, FL,22884
Mitsubishi,Outlander,2017,5912,Irving, TX,19989
Porsche,PanameraS,2015,67905,Orland Park, IL,48000
Ford,Super,2013,86372,Abilene, KS,41950
Chevrolet,Avalanche4WD,2009,84300,Derby, CT,19888
Volkswagen,Passat1.8T,2017,8528,Industry, CA,17550
Tesla,Model,2014,53887,Murrieta, CA,52992
BMW,i3Hatchback,2015,18151,Berkeley, CA,20888
Toyota,CorollaLE,2015,9231,Milwaukee, WI,14800
Hyundai,Sonata4dr,2015,15627,Ellisville, MO,18449
Ford,F-1504WD,2012,81637,Puyallup, WA,27999
Toyota,CamryXSE,2015,61277,Fort Walton Beach, FL,16995
Honda,RidgelineRTL,2013,41198,Lewisville, TX,24659
Toyota,Tundra,2015,28455,Corpus Christi, TX,36363
Cadillac,ATS,2015,4161,Grapevine, TX,29988
Toyota,HighlanderAWD,2015,25023,Blauvelt, NY,27995
Ford,FocusSedan,2013,53273,Gastonia, NC,8883
Ford,Explorer4WD,2017,24250,Colorado Springs, CO,34115
Dodge,AvengerSXT,2013,38868,Hillsboro, OR,11950
Honda,FitEX,2015,29250,Boise, ID,15400
Buick,Lucerne4dr,2010,53935,Ottumwa, IA,12000
Dodge,Grand,2016,47810,Natchez, MS,18701
Nissan,RogueSV,2014,76920,Manchester, NH,15995
Toyota,Camry,2014,35893,Saratoga Springs, NY,17993
MINI,Hardtop,2017,3811,Omaha, NE,25973
Hyundai,Santa,2015,23781,Langhorne, PA,26385
Dodge,Challenger2dr,2008,62199,Alvin, TX,18495
Toyota,RAV44X2,2015,58444,Miami Gardens, FL,14899
FIAT,500XAWD,2016,31994,Woodbridge, VA,16194
Mazda,Mazda3i,2014,32866,Tracy, CA,13631
Mazda,MAZDA34dr,2008,51673,Universal City, TX,9500
Nissan,SentraSV,2015,27170,Lutherville Timonium, MD,12761
Jeep,Wrangler,2012,47437,Lakewood, NJ,27850
Chevrolet,CorvetteCoupe,2013,70573,Warrenton, VA,33999
Toyota,CamryLE,2014,17559,Schaumburg, IL,15788
Toyota,RAV44dr,2006,129051,Virginia Beach, VA,7023
Toyota,HighlanderAWD,2014,44406,Pompton Plains, NJ,32988
Ford,F-1504WD,2007,92775,BROCKTON, MA,15752
Buick,EnclaveLeather,2015,65205,Virden, IL,26998
Toyota,CamrySE,2014,63106,Vineland, NJ,15790
Nissan,PathfinderSV,2016,12235,North Phoenix, AZ,27363
Lexus,CT,2014,68728,Escondido, CA,22000
Chevrolet,Express,2012,67514,Decatur, IN,13495
Hyundai,TucsonAWD,2015,24365,Pikeville, KY,19071
Audi,A3Cabriolet,2015,39485,Marietta, GA,28000
Ford,F-1504WD,2016,50961,Montclair, CA,27922
Nissan,RogueSL,2015,27724,Heath, OH,19544
Mazda,Mazda6Touring,2017,2849,Atlanta, GA,16999
Nissan,NV200,2017,5208,Vacaville, CA,22999
Nissan,Maxima3.5,2014,36558,Woodbury, NJ,21500
Jeep,Grand,2011,121360,Platte City, MO,15995
Chevrolet,EquinoxAWD,2010,77416,Clinton, MO,14342
MINI,Cooper,2010,20311,Everett, WA,10995
Lincoln,MKT3.5L,2014,62972,Warrenton, VA,22384
Cadillac,CTS,2014,19857,Golden Valley, MN,26300
Toyota,HighlanderAWD,2015,31631,Portsmouth, NH,31900
Mercedes-Benz,C-Class4dr,2011,68863,Arlington, VA,14485
